,City,Country,Distance,Fax,FridayHours,Latitude,Longitude,MondayHours,Name,Phone,SaturdayHours,Services,State,Street,SundayHours,ThursdayHours,TuesdayHours,Website,WednesdayHours,ZipCode
1348,Mt Union,United States,0,,,40.383844,-77.883268,,Crossroads Pregnancy Center (HB),814-542-2880,,Pregnancy Tests,PA,25 S Division St Apt 1,,,,,,17066
1349,Nesquehoning,United States,0,,,40.863183,-75.815875,,Care Net of Carbon County - Nesquehoning,(610) 379-0411,,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men",PA,250 W. Catawissa St,,,12:00PM-6:00PM,http://www.carenetcarbon.org,12:00PM-6:00PM,18240
1350,New Castle,United States,0,,,41.004830,-80.347702,,Alpha Omega Center (HB),724-698-2689,,"Pregnancy Tests, Ultrasound (Onsite)",PA,321 N Jefferson St,,,,,,16101
1351,New Cumberland,United States,0,,,40.228732,-76.867367,,Morning Star Pregnancy Services (HB),717-901-5433,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",PA,503 Bridge St,,,,,,17070
1352,Philadelphia,United States,0,,,39.960597,-75.197148,,AlphaCare (HB),215-545-4673,,"Pregnancy Tests, Ultrasound (Onsite)",PA,3807 Lancaster Ave,,,,,,19104
1353,Pittsburgh,United States,0,,Closed,40.447379,-79.948150,10:00am to 5:00pm,Women's Choice Network - Oakland,(412) 687-7767,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",PA,4615 Fifth Ave,Closed,10:00am to 5:00pm,10:00am to 2:00pm,http://imissedmyperiod.com/,10:00am to 6:00pm,15213
1354,Pittsburgh,United States,0,,9:00am to 1:00pm,40.453277,-80.000683,Closed,Women's Choice Network - North Side,(412) 687-7767,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",PA,425 E. Ohio St.,Closed,Closed,10:00am to 6:00pm,http://imissedmyperiod.com/,10:00am to 6:00pm,15212
1355,Pottstown,United States,0,,by appointment,40.243779,-75.631606,9-4:30,Genesis Pregnancy Care Center,(610) 970-8089,closed,"Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Tests",PA,888 E. High St.,closed,9-4,9-4:30,http://genpcc.org,9-4,19464
1356,Pottsville,United States,0,,By Appointment,40.662643,-76.221284,12 noon - 4:30PM @ RHR,Real Options,(570) 624-7244,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Onsite)",PA,171 Red Horse Rd. Suite 3,Closed,9am-7pm,9am-5pm,http://freepregnancyhelp.org,9am-5pm @ RHR,17901
1357,Quakertown,United States,0,,12pm-4pm,40.429141,-75.356906,"12pm-4pm, 6pm-9pm",Crossroads Pregnancy Care,(215) 538-7003,Closed,"24-Hour Helpline, Adoption Agency, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Maternity Home, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Support for Men, Ultrasound (Onsite), Ultrasound Referrals",PA,256 Trumbauersville Road,Closed,12pm-8pm,10am-4pm,http://www.crossroadspregnancycare.org/,10am-4pm,18951
1358,Reading,United States,0,,Closed,40.333451,-75.927759,10am-4pm,Mercy Community Crisis Pregnancy Center,(610) 376-0995,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Tests, STD/STI Information",PA,105 S. 5th St,Closed,10am-4pm,10am-4pm,http://www.mercypregnancycenter.org/,Closed,19602
1359,Sayre,United States,0,,Closed,41.982379,-76.517512,10am-1pm,First Look Pregnancy Center,(570) 886-2090,Closed,"Abortion Information, Adoption Information, Housing Referrals, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Ultrasound (Onsite)",PA,209 West Lockhart St,Closed,5:15pm-7pm,9am-12pm,http://www.empccfree.com,Closed,18840
1360,Scranton,United States,0,,Closed,41.401140,-75.664900,2pm-7pm,Care Net Pregnancy Center of Scranton,(570) 207-1907,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Support for Men",PA,415 Hickory St,Closed,Closed,Closed,http://carenetofscranton.org/,11am-5pm,18505
1361,Shamokin,United States,0,570-648-5723,10am-3pm,40.786058,-76.558676,10am-3pm,PCC Corner of Hope,(570) 648-5780,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Support for Men, Ultrasound (Onsite)",PA,150 S. Market St.,Closed,10am-3pm; 5pm-8pm,10am-3pm; 5pm-8pm,http://www.cohpcc.org,10am-3pm,17872
1362,Shippensburg,United States,0,,Closed,40.052038,-77.520013,10am-2pm,PMI Pregnancy Resource Center - Shippensburg,(717) 532-4446,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Ultrasound Referrals",PA,20 East Burd St. Suite 4,Closed,1pm-8pm,9am-4pm,http://pmipregnancycenter.org,Closed,17257
1363,Slippery Rock,United States,0,,,41.062911,-80.054746,,Alpha Omega Center (HB),724-406-0673,,"Pregnancy Tests, Ultrasound (Onsite)",PA,247 S Main St,,,,,,16057
1364,State College,United States,0,8142348314,9am-12pm,40.792627,-77.855303,9am-3pm,Pregnancy Resource Clinic,(814) 234-7341,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",PA,423 S. Pugh St,Closed,9am-3pm & 5pm-8pm,9am-3pm,http://www.scprc.com,9am-3pm,16856
1365,Stroudsburg,United States,0,(570) 424-1119,Closed,40.986414,-75.196761,9am-7pm,Pregnancy Resource Center of the Poconos,(570) 424-1113,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Support for Men, Ultrasound (Onsite)",PA,"49 Dansbury Terrace, PO Box 1385",Closed,9am-1pm,9am-8pm,http://www.pregnancytalk.org,Closed,18360
1366,Towanda,United States,0,,Closed,41.768483,-76.441828,Closed,Endless Mountains Pregnancy Care Center - Towanda,(570) 265-0500,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Support for Men, Ultrasound Referrals",PA,13 State St,Closed,9am-4pm,9am-6pm,http://www.empccfree.com,Closed,18848
1367,Tunkhannock,United States,0,,Closed,41.543853,-75.960748,Closed,Care Net Pregnancy Center of NEPA,(570) 836-2220,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound Referrals",PA,"512 Towne Plaza, Ste 112",Closed,11am-4pm,11am-4pm,http://www.carenetofnepa.org,Closed,18657
1368,Uniontown,United States,0,,Closed,39.904556,-79.736888,11am-6pm,Center of Hope,(724) 438-6070,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information",PA,338 W. Main St.,Closed,11am-6pm,Closed,http://fayettecenterofhope.org,11am-6pm,15401
1369,Waynesboro,United States,0,(717) 762-8066,Closed,39.753249,-77.583738,9am-12pm,PMI Pregnancy Resource Center - Waynesboro,(717) 267-3738,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Parenting Education, Pregnancy Tests, STD/STI Information",PA,220 South Potomac St.,Closed,2pm-7pm,Closed,http://pmipregnancycenter.org/,9am-12pm,17268
1370,Waynesburg,United States,0,,,39.897520,-80.187737,,Crisis Pregnancy Center of Greene County (HB),724-627-6819,,Pregnancy Tests,PA,52 W Franklin St,,,,,,15370
1371,West Hazleton,United States,0,,Closed,40.960600,-75.997209,Closed,Pregnancy Resource Center of Greater Hazleton,(570) 497-4959,Closed,"Abortion Information, Adoption Agency, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men",PA,131 North Warren St,Closed,12pm-5pm,12pm-5pm,https://realoptionsprc.org/,3pm-8pm,18202
1372,West Reading,United States,0,,,40.336685,-75.950136,,"Lifeline of Berks County, Inc. (HB)",610-374-8545,,"Pregnancy Tests, STD/STI Tests, Ultrasound (Onsite)",PA,612 Reading Ave,,,,,,19611
1373,Williamsport,United States,0,,10am-2pm,41.237773,-77.018524,10am-6pm,Expectations Women's Center - Williamsport,(570) 321-8240,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound Referrals",PA,854 W 3rd St.,Closed,10am-8pm,10am-8pm,http://www.expectationswc.org,10am-6pm,17701
1374,Providence,United States,0,(401) 941-0182,Closed,41.802454,-71.427066,10am-5pm,Harmony Women's Care Center,(401) 941-4357,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",RI,35 Greenwich St.,Closed,10am-5pm,Closed,http://harmonycareri.org/,12pm-8pm,02907
1375,Providence,United States,0,,,41.823717,-71.430851,,Mother of Life Center (HB),401-421-0820,,"Pregnancy Tests, Ultrasound (Onsite)",RI,400 Atwells Avenue,,,,,,2909
1376,Aiken,United States,0,,Closed,33.523652,-81.719105,9am-1pm,Life Choices Pregnancy Care Center,(803) 649-9890,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Support for Men, Ultrasound Referrals",SC,1900 Whiskey Road,Closed,9am-1pm,9am-5pm,http://pregnancyaiken.com/,9am-1pm,29803
1377,Anderson,United States,0,,,34.502563,-82.654484,,Anderson Care Pregnancy Clinic (HB),(864) 231-0077,,Pregnancy Tests,SC,401 W Whitner St,,,,,,29621
1378,Beaufort,United States,0,(843) 379-0339,Closed,32.379950,-80.723412,10am-4pm,Radiance Women's Center,(843) 525-0300,Closed,"Abortion Information, Adoption Information, Housing Referrals, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, Ultrasound (Onsite)",SC,21 Marshellen Drive,Closed,12-4pm,10am-4pm,http://www.radiancewomenscenter.com,10am-4pm,29902
1379,Camden,United States,0,,By Appt,34.261072,-80.594900,By Appt,Midlands Women's Center,(803) 432-7000,By Appt,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound Referrals",SC,2 Ancrum Rd,By Appt,By Appt,By Appt,http://www.midlandswomenscenter.com,By Appt,29020
1380,Charleston,United States,0,,Closed,32.796739,-79.994573,10am-6pm,DAZZ Medical Services - Charleston,(843) 225-3010,Closed,"Abortion Information, Adoption Information, Housing Referrals, Medical Referrals, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, Ultrasound (Onsite)",SC,1106B St. Andrews Blvd.,Closed,11am-7pm,11am-7pm,http://dazzcharleston.com,10am-6pm,29407
1381,Columbia,United States,0,(803) 252-6249,9am - 2pm Every Other,34.014952,-81.001938,9am-5pm,Daybreak LifeCare Center - Columbia,(803) 771-6634,7am - 1pm Every Other,"24-Hour Helpline, Abortion Information, Adoption Information, Maternity & Infant Supplies, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, Support for Men, Ultrasound (Mobile), Ultrasound (Onsite), Ultrasound Referrals",SC,1601 St Julian Place,Closed,11am - 7pm,9am-5pm,http://www.daybreakcola.org,By Appointment,29204
1382,Easley,United States,0,,Closed,34.841740,-82.643422,10am-5pm,Hope Women's Center,(864) 855-8500,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Parenting Education, Pregnancy Tests",SC,879 Gentry Memorial Hwy,Closed,10am-5pm,10am-8pm,,Closed,29641
1383,Florencec,United States,0,(843) 669-4673,Closed,34.195788,-79.788482,9am-5pm,A Choice 2 M8K Crisis Pregnancy Care Center,(843) 669-4673,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Ultrasound Referrals",SC,1216 West Evans St,Closed,9am-5pm,9am-5pm,http://achoice2m8k.org,9am-5pm,29501
1384,Gaffney,United States,0,(864)489-9970,Closed,35.060654,-81.672531,9am-5pm,Cherokee Pregnancy Center Options Medical,(864) 489-9939,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",SC,1719 Old Georgia Highway,Closed,9am-5pm,9am-5pm,http://www.cherokeepregnancycenter.com,Closed,29341
1385,Greenville,United States,0,,8:30am-4:30pm,34.810091,-82.420260,8:30am-4:30pm,Piedmont Women's Center - Grove Rd.,(864) 233-3823,8am-12pm,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Onsite)",SC,1146 Grove Rd.,Closed,8:30am-4:30pm,8:30am-4:30pm,http://www.piedmontwomenscenter.org,8:30am-4:30pm,29605
1386,Greer,United States,0,,8:30am-4:30pm,34.946471,-82.214130,8:30am-4:30pm,Piedmont Women's Center - Greer,(864) 848-1407,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Ultrasound (Onsite)",SC,100 Collins Drive,Closed,Closed,8:30am-4:30pm,http://www.piedmontwomenscenter.org,Closed,29615
1387,Hilton Head,United States,0,,,32.215949,-80.700629,,Pregnancy Center and Clinic (HB),843-689-2222,,"Pregnancy Tests, STD/STI Tests, STD/STI Treatment, Ultrasound (Onsite)",SC,1 Cardinal Rd  Stes 1 & 2,,,,,,29926
1388,Lexington,United States,0,,9:00am-5:00pm,33.940026,-81.330599,9:00am-5:00pm,LaVie Pregnancy Care Center,(803) 996-4673,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",SC,1271 Calks Ferry Rd,Closed,9:00am-5:00pm,10:00am-6:00pm,http://laviesc.org,Closed,29072
1389,Newberry,United States,0,,By Appointment,34.275428,-81.616924,10am-4pm,Lifebridge,(803) 276-4172,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information",SC,1510 Main St.,Closed,10am-4pm,10am-4pm,http://lifebridgesouthcarolina.org,10am-4pm,29108
1390,North Charleston,United States,0,,Closed,32.938628,-80.103772,9am-5pm,Lowcountry Pregnancy Center,(843) 553-3505,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, Support for Men, Ultrasound (Onsite)",SC,"7481 Northside Drive, Suite B & C",Closed,9am-5pm,9am-5pm,http://lowcountrypregnancycenter.com,9am-5pm,29420
1391,Orangeburg,United States,0,(803) 937-3011,Closed,33.508979,-80.854740,10am-4pm,DAZZ Medical Services - Orangeburg,(803) 937-3010,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, Ultrasound (Onsite)",SC,923 Chestnut St,Closed,1pm-7pm,1pm-7pm,https://www.dazzorangeburg.com/,10am-4pm,29115
1392,Rock Hill,United States,0,(803)329-1244,closed,34.935955,-81.020138,9am-4pm,Palmetto Women's Center,(803) 746-4946,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Support for Men, Ultrasound (Onsite)",SC,828 Lucas St.,Closed,9am-4pm,9am-4pm,https://www.palmettowomenscenter.com,9am-4pm,29730
1393,Seneca,United States,0,,Closed,34.685424,-82.952880,9-12:30 and 2-5,Foothills Care Center,(864) 882-8796,Closed,"Abortion Information, Adoption Information, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, Ultrasound (Mobile), Ultrasound (Onsite)",SC,207 Main St,Closed,9-12:30 and 2-5,9-12:30 and 2-5,http://www.h3ops.org,9-12:30 and 2-5,29678
1394,Sumter,United States,0,(803) 773-2222,10am-5pm,33.918108,-80.363772,10am-5pm,Sumter Pregnancy Center,(803) 773-8858,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Onsite)",SC,21 Barnette Dr.,Closed,10am-5pm,10am-5pm,http://www.pregnancyoptionssumter.com/,10am-5pm,29150
1395,Rapid City,United States,0,,Closed,44.076548,-103.183637,12pm-5pm,Black Hills Pregnancy Center,(605) 341-4477,Closed,"Abortion Information, Medical Referrals, Post-Abortion Support, Pregnancy Tests, Ultrasound (Onsite)",SD,"1774 Centre St, Suite 1",Closed,12pm-5pm,12pm-5pm,http://www.carenetprc.com/,11-3pm,57703
1396,Sioux Falls,United States,0,,8:30am-5:30pm,43.514050,-96.761484,8:30am-5:30pm,Alpha Center,(605) 361-3500,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, Support for Men, Ultrasound (Onsite), Ultrasound Referrals",SD,3405 S. Kiwanis Ave,Closed,8:30am-5:30pm,8:30am-5:30pm,http://alphacenter.org,8:30am-5:30pm,57105
1397,Spearfish,United States,0,(605) 642-1959,Closed,44.487882,-103.858044,12pm-5pm,Bella Pregnancy Resource Center,(605) 642-4140,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",SD,"119 E Grant St, Suite 2",Closed,12pm-5pm,12pm-5pm,http://bellapregnancy.com,12pm-5pm,57783
1398,Athens,United States,0,(423) 744-3094,Closed,35.441971,-84.595812,10am-5pm,Full Circle Medical Center for Women,(423) 744-3005,Closed,"Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Ultrasound (Onsite), Ultrasound Referrals",TN,510 Old Riceville Road,Closed,10am-5pm,Closed,http://outlookforwomen.org,10am-5pm,37303
1399,Carthage,United States,0,,,36.255170,-85.952209,,Pregnancy Help Center of Smith County (HB),615-281-8054,,Pregnancy Tests,TN,108 College Ave W,,,,,,37030
1400,Chattanooga,United States,0,(423) 267-7945,Closed,35.043042,-85.294454,10am-4pm,Choices Chattanooga Downtown Clinic,(423) 267-7943,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Maternity Home, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Support for Men, Ultrasound (Onsite)",TN,846 McCallie Ave,Closed,10am-4pm,10am-4pm,http://www.choiceschattanooga.org,10am-4pm,37403
1401,Chattanooga,United States,0,,10am-5pm,35.031633,-85.186727,10am-5pm,Choices Pregnancy Resource Center,(423) 892-0803,Closed,"24-Hour Helpline, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",TN,6232 Vance Road,Closed,10am-8pm,10am-8pm,http://choiceschattanooga.org,10am-5pm,37421
1402,Clarksville,United States,0,,9am-2pm,36.531085,-87.359552,9am-2pm,Hope Pregnancy Center,(931) 645-2273,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Maternity Home, Medical Referrals, Parenting Education, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Mobile), Ultrasound (Onsite)",TN,325 N 2nd St.,Closed,9am-5pm,9am-5pm,http://www.hopepregnancy.net,9am-5pm,37040
1403,Cleveland,United States,0,,,35.162515,-84.876214,,New Hope Pregnancy Care Ctr (HB),423-479-6683,,"Pregnancy Tests, Ultrasound (Onsite)",TN,353 Worth St. NW,,,,,,37311
1404,Coalmont,United States,0,,closed,35.378707,-85.708429,closed,Life Choices Pregnancy Support Center- Grundy County,,closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, Ultrasound (Onsite), Ultrasound Referrals",TN,38 S. Industrial Park Rd.,closed,10-6,10-6,,closed,37313
1405,Columbia,United States,0,(931) 381-8215,Closed,35.616362,-87.039737,Closed,Pregnancy Centers of Middle Tennessee - Columbia,(931) 381-4024,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Mobile), Ultrasound (Onsite), Ultrasound Referrals",TN,704 Dunnington St,Closed,9am-4pm,9am-4pm,http://pcofmt.org,9am-4pm,38401
1406,Cookeville,United States,0,,9am-5pm,36.171791,-85.502760,9am-5pm,Cookeville Pregnancy Clinic,(931) 526-5525,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Mobile), Ultrasound (Onsite)",TN,714 N. Dixie Ave.,Closed,Closed,Closed,http://www.cookevillecpc.org,9am-5pm,38501
1407,Cookeville,United States,0,,,36.149093,-85.517952,,Cookeville Pregnancy Clinic (HB),931-526-5525,,"Pregnancy Tests, Ultrasound (Onsite)",TN,"694 S Willow Ave, Ste 3",,,,,,38501
1408,Crossville,United States,0,,,35.973154,-85.036962,,Plateau Pregnancy Services (HB),931-456-6944,,Pregnancy Tests,TN,99 Walker Hill St,,,,,,38555
1409,Dayton,United States,0,,9am-5pm,35.492123,-85.013499,Closed,The Care Center,(423) 775-0019,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Onsite)",TN,285 Main St.,Closed,9am-5pm,9am-5pm,http://www.thecarecentertn.org,9am-5pm,37321
1410,Dickson,United States,0,,Closed,36.073479,-87.391677,9am-7pm,CareNet Pregnancy Medical Center,(615) 446-0701,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Onsite), Ultrasound Referrals",TN,305 S Main St.,Closed,9am-4:30pm,9am-4:30pm,http://www.pregnancyhelp.net/,9am-4:30pm,37055
1411,Dunlap,United States,0,,Closed,35.368493,-85.385547,12pm-5pm,Next Step Resources Center,(423) 949-9190,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Onsite)",TN,1817 Old York Hwy East,Closed,12pm-5pm,12pm-5pm,,12pm-5pm,37327
1412,Gallatin,United States,0,(615) 451-1716,10am-5pm,36.338507,-86.535279,10am-5pm,Cumberland Crisis Pregnancy Center,(615) 451-1717,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound Referrals",TN,2229 Nashville Pike,Closed,10am-5pm,10am-5pm,http://www.ccpchope.org,Closed,37066
1413,Greeneville,United States,0,,Closed,36.167081,-82.823284,Closed,The Hope Center,(423) 638-5433,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Tests, STD/STI Information, Support for Men, Ultrasound (Onsite)",TN,314 Tusculum Blvd.,Closed,Closed,Closed,,Closed,37745
1414,Jackson,United States,0,,9am-4pm,35.650382,-88.846440,9am-8pm,Birth Choice,(731) 664-8443,Closed,"Abortion Information, Adoption Information, Housing Referrals, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, STD/STI Tests, Support for Men, Ultrasound (Onsite), Ultrasound Referrals",TN,391 Wallace Road,Closed,9am-8pm,9am-8pm,http://yourprivatechoice.com,9am-4pm,38305
1415,Jefferson City,United States,0,(865) 471-0750,Closed,36.106384,-83.485333,Closed,"Life Outreach Center, Inc.",(865) 471-0510,Closed,"24-Hour Helpline, Abortion Information, Adoption Information, Maternity & Infant Supplies, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Options Information, Pregnancy Tests, STD/STI Information, Ultrasound (Onsite)",TN,1179 N Hwy 92,Closed,Closed,Closed,http://www.lifeoutreachcenter.net,Closed,37760
1416,Johnson City,United States,0,423-926-3788,9am-3pm,36.307299,-82.363672,4pm-8pm,Agape Women's Services,(423) 928-2273,Closed,"Abortion Information, Adoption Information, Medical Referrals, Parenting Education, Post-Abortion Support, Pregnancy Tests, STD/STI Information, STD/STI Tests, Ultrasound (Onsite)",TN,"817 W Walnut St, Ste 5A",Closed,9am-3pm,9am-3pm,http://johnsoncitypregnancy.com/,9am-3pm,37604
